ew23
Power = 0.458 Temperature = 0.468 Time = 6
62.2019958921286	76.7805886793461	111.769211368668	111.769211368668	106.909680439596	79.6963072367897	64.1458082637575	49.56721547654	
86.4996505374911	131.207335084959	145.785927872176	145.785927872176	145.785927872176	131.207335084959	111.769211368668	75.8086824935316	
155.504989730321	174.943113446611	194.381237162902	199.240768091974	189.521706233829	174.943113446611	145.785927872176	126.347804155886	
179.802644375684	204.100299021047	218.678891808264	233.257484595482	228.397953666409	213.819360879192	194.381237162902	165.224051588466	
204.100299021047	233.257484595482	252.695608311772	262.414670169917	262.414670169917	242.976546453627	228.397953666409	199.240768091974	
213.819360879192	242.976546453627	267.27420109899	267.27420109899	267.27420109899	252.695608311772	233.257484595482	208.959829950119	
204.100299021047	233.257484595482	257.555139240845	267.27420109899	267.27420109899	252.695608311772	238.117015524554	204.100299021047	
194.381237162902	218.678891808264	238.117015524554	252.695608311772	242.976546453627	238.117015524554	223.538422737337	194.381237162902	
150.645458801249	179.802644375684	204.100299021047	218.678891808264	223.538422737337	208.959829950119	194.381237162902	165.224051588466	
131.207335084959	155.504989730321	174.943113446611	189.521706233829	184.662175304757	174.943113446611	160.364520659394	126.347804155886	
65.1177144495719	80.6682134226041	116.628742297741	126.347804155886	131.207335084959	121.488273226814	106.909680439596	73.8648701219025	
49.56721547654	57.3424649630561	65.1177144495719	69.00533919283	65.1177144495719	58.3143711488705	47.6234031049108	31.1009979460641	
